is_wc,home_elo,away_elo,elo_diff,home_form,away_form,form_diff,home_goals_avg,away_goals_avg,h2h_rate,h2h_matches,composure_diff,mentality_diff,squad_value_ratio,ca_diff,pace_diff,rank_diff,is_host,home_injured,away_injured,availability_diff,is_wc_match
-0.0015777686,-0.07035241,-0.3197153,-0.5343603,0.054654777,-0.03240806,-0.08142539,-0.029056394,0.03203042,-0.059084576,-0.17922667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005010693
0.043624166,0.020697284,0.34483334,0.5827294,-0.045399774,0.03209586,0.13976797,-0.053289313,-0.29447454,-0.044481196,0.07070953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040739872
-0.0043601366,-0.029924644,-0.00742357,0.29936504,-0.048503436,-0.19550331,-0.052293405,-0.029438924,0.026313333,-0.07375043,0.0025504553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00043218723
-0.0008074036,0.0011228181,-0.0032609259,0.29073036,-0.0781674,-0.07386351,-0.009360168,0.12140308,0.0036888442,-0.05815592,0.14967917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005646599
-0.0010789105,-0.052256398,0.086995356,-0.17061074,0.022896694,0.013170888,0.023558715,0.027576888,0.0016131751,-0.031684216,0.03737784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00039972411
-0.0041369535,-0.09580353,-0.0025931061,0.24530493,0.005809702,-0.06585034,0.008653562,-0.061490957,-0.008231479,0.01911705,-0.014113009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022455396
0.025322253,0.15487736,0.46305424,-0.13802911,-0.0123024825,-0.016911892,0.038921215,0.17891593,0.028528396,0.05396986,0.28516918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028810513
-0.0038646897,-0.0058321287,-0.0020417962,-0.18091607,0.05270029,-0.006171815,0.04597927,0.016185516,-0.036557943,0.09448888,-0.015607342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001781449
0.013672191,-0.06776144,0.014378332,-0.36267567,0.0058854744,-0.12231852,0.0017694976,0.00074437854,-0.014669216,-0.07583139,0.2100359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104655335
-0.0041328482,0.08441189,0.34440592,0.37915072,0.03288522,0.13106687,0.06756079,-0.04296202,0.055523958,0.068468355,-0.028468626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00057421974
-0.0023560384,0.055271473,-0.04927692,-0.22579305,0.039547518,-0.05910867,0.062437404,-0.028162794,0.031106552,0.06140708,-0.10985341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0005789764
-0.0068260087,0.028882734,0.41337663,0.53759485,0.10153806,0.35078496,0.1694253,0.048426736,-0.18235137,0.062558204,0.101600036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000715157
-0.0026607898,-0.092837185,0.0153282,-0.40295735,0.06166624,-0.048121057,-0.09264798,0.030040383,0.022643158,0.16031499,0.029486937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00039818088
-0.0037354515,-0.13681012,0.0075596604,-0.42434734,-0.013529842,-0.028552184,-0.07507685,-0.009231629,-0.063397795,-0.070355885,0.049351323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00035478896
-0.003286668,0.023877861,-0.18390521,-0.13991076,0.0031917116,-0.02807924,0.041485712,-0.0021273426,0.016593253,-0.05270882,0.03473363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00091214344
0.0048355325,0.16480353,-0.09081033,0.24544527,-0.022245897,0.16463976,0.014476115,-0.055833306,0.11694557,0.017129509,0.13553058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018278726
-0.005972851,-0.039270334,0.10428661,-0.108694375,0.03731854,-0.14919627,-0.12771513,-0.041425128,-0.029854607,-0.1368437,-0.12772526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00052038534
0.006230446,-0.018340599,0.007302218,-0.2378409,-0.2427859,-0.034661733,0.08415664,0.04645884,-0.007174,-0.1243747,0.0074891835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00087645464
-0.004743602,0.045327596,-0.09114801,-0.15022752,0.076030076,-0.020346854,-0.06397107,-0.05401311,0.02027921,0.0017603554,0.05373181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018791485
-0.0035318828,0.100052066,-0.15130763,-0.13844058,0.05263223,-0.018556017,0.038372114,0.021218218,0.013054008,0.0797323,0.005163151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012319877
-0.0035212645,0.07632435,0.031734914,0.31877312,-0.023991518,-0.22174336,0.07785098,-0.06796239,-0.012457425,0.047287136,-0.2002466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0054760654
